"","SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","fSECTION","ttMidn"
"832","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","N",5,0,NA,2013-06-11 01:28:59,2013-06-11 01:47:59,0,1,0,0,0,0,0,0,0,0,"5",88.9833333333333
"833","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","E",1,0,NA,2013-06-11 02:00:00,2013-06-11 02:13:00,0,0,0,0,0,0,0,0,0,0,"1",120
"834","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","E",2,0,NA,2013-06-11 02:00:00,2013-06-11 02:13:00,0,0,0,0,0,1,0,0,0,0,"2",120
"835","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","E",3,0,NA,2013-06-11 02:00:00,2013-06-11 02:13:00,0,0,0,0,0,0,0,0,0,0,"3",120
"836","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","E",4,0,NA,2013-06-11 02:00:00,2013-06-11 02:13:00,0,0,0,0,0,0,0,0,0,0,"4",120
"837","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","E",5,0,NA,2013-06-11 02:00:00,2013-06-11 02:13:00,0,0,0,0,0,0,0,0,0,0,"5",120
"838","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","S",1,0,NA,2013-06-11 02:21:00,2013-06-11 02:35:00,0,0,0,0,0,0,0,0,0,0,"1",141
"839","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","S",2,0,NA,2013-06-11 02:21:00,2013-06-11 02:35:00,0,0,0,0,1,0,0,0,0,0,"2",141
"840","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","S",3,0,NA,2013-06-11 02:21:00,2013-06-11 02:35:00,0,0,0,0,0,0,0,0,0,0,"3",141
"841","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","S",4,0,NA,2013-06-11 02:21:00,2013-06-11 02:35:00,0,0,0,0,0,0,0,0,0,0,"4",141
"842","Stewart House","Stewart House-1","JM",2013-06-11,"14","0","NA","S",5,0,NA,2013-06-11 02:21:00,2013-06-11 02:35:00,0,0,0,0,0,0,0,0,0,0,"5",141
"843","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","W",1,0,NA,2013-07-31 01:28:59,2013-07-31 01:41:59,0,0,1,0,0,0,0,0,0,0,"1",88.9833333333333
"844","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","W",2,0,NA,2013-07-31 01:28:59,2013-07-31 01:41:59,0,0,0,0,0,0,0,0,0,0,"2",88.9833333333333
"845","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","W",3,0,NA,2013-07-31 01:28:59,2013-07-31 01:41:59,1,0,5,0,0,1,0,0,0,0,"3",88.9833333333333
"846","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","W",4,0,NA,2013-07-31 01:28:59,2013-07-31 01:41:59,0,0,1,0,0,0,0,0,0,0,"4",88.9833333333333
"847","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","W",5,0,NA,2013-07-31 01:28:59,2013-07-31 01:41:59,0,0,0,0,0,0,0,0,0,0,"5",88.9833333333333
"848","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","N",1,0,NA,2013-07-31 01:52:00,2013-07-31 02:10:00,1,0,2,0,0,1,0,1,0,0,"1",112
"849","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","N",2,0.3,NA,2013-07-31 01:52:00,2013-07-31 02:10:00,0,0,1,0,0,0,0,0,0,0,"2",112
"850","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","N",3,0,NA,2013-07-31 01:52:00,2013-07-31 02:10:00,0,0,3,0,0,0,0,0,0,0,"3",112
"851","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","N",4,0,NA,2013-07-31 01:52:00,2013-07-31 02:10:00,0,0,0,1,0,0,0,0,0,0,"4",112
"852","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","N",5,0,NA,2013-07-31 01:52:00,2013-07-31 02:10:00,0,0,0,0,0,0,0,0,0,0,"5",112
"853","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","E",2,0,NA,2013-07-31 02:23:59,2013-07-31 02:34:00,0,0,0,0,0,0,0,0,0,0,"2",143.983333333333
"854","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","E",3,0,NA,2013-07-31 02:23:59,2013-07-31 02:34:00,0,0,0,0,0,0,0,0,0,0,"3",143.983333333333
"855","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","E",4,0,NA,2013-07-31 02:23:59,2013-07-31 02:34:00,0,0,0,0,0,0,0,0,0,0,"4",143.983333333333
"856","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","E",5,0,NA,2013-07-31 02:23:59,2013-07-31 02:34:00,0,0,0,0,0,0,0,0,0,0,"5",143.983333333333
"857","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","E",1,0,NA,2013-07-31 02:42:00,2013-07-31 02:42:59,0,0,0,0,0,0,0,0,0,0,"1",162
"858","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","S",1,1,NA,2013-07-31 02:44:00,2013-07-31 02:57:00,0,0,0,0,0,0,0,0,0,0,"1",164
"859","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","S",2,0,NA,2013-07-31 02:44:00,2013-07-31 02:57:00,0,0,0,0,0,0,0,0,0,0,"2",164
"860","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","S",3,0,NA,2013-07-31 02:44:00,2013-07-31 02:57:00,0,0,0,0,0,0,0,0,0,0,"3",164
"861","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","S",4,0,NA,2013-07-31 02:44:00,2013-07-31 02:57:00,0,0,0,0,0,0,0,0,0,0,"4",164
"862","Stewart House","Stewart House-2","JM",2013-07-31,"18.3","0.9","SW","S",5,0.1,NA,2013-07-31 02:44:00,2013-07-31 02:57:00,0,0,0,0,0,0,0,0,0,0,"5",164
"863","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","W",1,0,NA,2013-05-30 00:24:00,2013-05-30 00:38:00,0,0,0,0,0,0,0,0,0,0,"1",24
"864","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","W",2,0,NA,2013-05-30 00:24:00,2013-05-30 00:38:00,0,0,0,0,0,0,0,0,0,0,"2",24
"865","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","W",3,0,NA,2013-05-30 00:24:00,2013-05-30 00:38:00,0,0,0,0,0,0,0,0,0,0,"3",24
"866","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","W",4,0,NA,2013-05-30 00:24:00,2013-05-30 00:38:00,0,0,0,0,0,0,0,0,0,0,"4",24
"867","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","W",5,0,NA,2013-05-30 00:24:00,2013-05-30 00:38:00,0,0,0,0,0,0,0,0,0,0,"5",24
"868","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","N",1,0,NA,2013-05-30 00:46:59,2013-05-30 00:59:00,0,0,0,0,0,0,0,0,0,0,"1",46.9833333333333
"869","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","N",2,0,NA,2013-05-30 00:46:59,2013-05-30 00:59:00,0,0,0,0,0,0,0,0,0,0,"2",46.9833333333333
"870","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","N",3,0,NA,2013-05-30 00:46:59,2013-05-30 00:59:00,0,0,0,0,0,0,0,0,0,0,"3",46.9833333333333
"871","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","N",4,0,NA,2013-05-30 00:46:59,2013-05-30 00:59:00,0,0,0,0,0,0,0,0,0,0,"4",46.9833333333333
"872","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","N",5,0,NA,2013-05-30 00:46:59,2013-05-30 00:59:00,0,0,0,0,0,0,0,0,0,0,"5",46.9833333333333
"873","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","E",1,0,NA,2013-05-30 01:05:59,2013-05-30 01:23:00,0,0,0,0,0,0,0,0,0,0,"1",65.9833333333333
"874","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","E",2,0,NA,2013-05-30 01:05:59,2013-05-30 01:23:00,0,0,0,0,0,0,0,0,0,0,"2",65.9833333333333
"875","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","E",3,0,NA,2013-05-30 01:05:59,2013-05-30 01:23:00,0,0,0,0,0,0,0,0,0,0,"3",65.9833333333333
"876","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","E",4,0.3,NA,2013-05-30 01:05:59,2013-05-30 01:23:00,0,0,0,0,0,0,0,0,0,0,"4",65.9833333333333
"877","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","E",5,0,NA,2013-05-30 01:05:59,2013-05-30 01:23:00,0,0,0,0,0,0,0,0,0,0,"5",65.9833333333333
"878","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","S",5,0,NA,2013-05-30 01:33:00,2013-05-30 01:44:59,0,0,0,0,0,0,0,0,0,0,"5",93
"879","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","S",4,0,NA,2013-05-30 01:33:00,2013-05-30 01:44:59,0,0,0,0,0,0,0,0,0,0,"4",93
"880","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","S",3,0,NA,2013-05-30 01:33:00,2013-05-30 01:44:59,0,0,0,0,0,0,0,0,0,0,"3",93
"881","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","S",2,0,NA,2013-05-30 01:33:00,2013-05-30 01:44:59,0,0,0,0,0,0,0,0,0,0,"2",93
"882","Townhead Gifford","Townhead Gifford-1","JM",2013-05-30,"20.8","0","NA","S",1,0,NA,2013-05-30 01:33:00,2013-05-30 01:44:59,0,0,0,0,0,0,0,0,0,0,"1",93
"883","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",1,0.6,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,0,0,0,0,0,0,0,0,"1",-90
"884","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",2,0.3,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,0,0,0,0,0,0,0,0,"2",-90
"885","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",3,0,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,1,0,0,1,0,0,0,0,"3",-90
"886","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",4,0,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,1,0,0,0,0,0,0,0,"4",-90
"887","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"E",5,1.2,NA,2013-07-03 22:30:00,2013-07-03 22:47:00,0,0,0,0,0,0,0,0,0,0,"5",-90
"888","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",1,0,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,0,0,0,0,0,0,0,"1",-65.0166666666667
"889","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",2,0,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,2,0,0,0,0,0,0,"2",-65.0166666666667
"890","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",3,0.3,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,3,0,0,0,0,0,0,"3",-65.0166666666667
"891","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",4,0,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,0,0,0,0,0,0,0,"4",-65.0166666666667
"892","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"S",5,1.3,NA,2013-07-03 22:54:59,2013-07-03 23:06:59,0,0,0,0,0,0,0,0,0,0,"5",-65.0166666666667
"893","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",1,0.3,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"1",-52
"894","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",2,0.6,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"2",-52
"895","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",3,1.1,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"3",-52
"896","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",4,1.8,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"4",-52
"897","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"W",5,1.4,NA,2013-07-03 23:08:00,2013-07-03 23:19:59,0,0,0,0,0,0,0,0,0,0,"5",-52
"898","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",1,1.7,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"1",-33.0166666666667
"899","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",2,1.9,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"2",-33.0166666666667
"900","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",3,1.1,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"3",-33.0166666666667
"901","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",4,1.3,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"4",-33.0166666666667
"902","Townhead Gifford","Townhead Gifford-2","KH",2013-07-03,"NA","NA",NA,"N",5,1.1,NA,2013-07-03 23:26:59,2013-07-03 23:39:59,0,0,0,0,0,0,0,0,0,0,"5",-33.0166666666667
"903","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",1,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,0,0,0,0,0,0,0,"1",-100
"904","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",2,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,0,0,0,0,0,0,0,"2",-100
"905","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",3,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,2,0,0,0,0,0,0,"3",-100
"906","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",4,0.5,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,0,4,0,0,0,0,0,0,"4",-100
"907","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"S",5,0.3,NA,2013-07-10 22:20:00,2013-07-10 22:33:00,0,0,1,0,0,0,0,0,0,0,"5",-100
"908","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",1,0.3,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"1",-81.0166666666667
"909","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",2,0.6,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"2",-81.0166666666667
"910","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",3,0,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"3",-81.0166666666667
"911","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",4,0.3,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,1,0,0,0,0,0,0,"4",-81.0166666666667
"912","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"E",5,0.5,NA,2013-07-10 22:38:59,2013-07-10 22:54:59,0,0,0,0,0,0,0,0,0,0,"5",-81.0166666666667
"913","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",1,0,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,0,0,0,0,0,0,0,"1",-64
"914","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",2,0.3,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,1,0,0,0,0,0,0,"2",-64
"915","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",3,0.3,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,0,0,0,0,0,0,0,"3",-64
"916","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",4,0.8,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,2,0,0,0,0,0,0,0,"4",-64
"917","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"W",5,0.7,NA,2013-07-10 22:56:00,2013-07-10 23:08:00,0,0,0,0,0,0,0,0,0,0,"5",-64
"918","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",1,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,0,0,0,0,0,0,0,0,"1",-46.0166666666667
"919","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",2,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,0,1,0,0,0,0,0,0,"2",-46.0166666666667
"920","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",3,0.5,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,0,0,0,0,0,0,0,0,"3",-46.0166666666667
"921","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",4,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,2,0,0,0,0,0,0,0,"4",-46.0166666666667
"922","Townhead Gifford","Townhead Gifford-3","KH",2013-07-10,"NA","NA",NA,"N",5,0.3,NA,2013-07-10 23:13:59,2013-07-10 23:26:59,0,0,1,0,0,1,0,0,0,0,"5",-46.0166666666667
"923","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",1,0.6,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"1",-89
"924","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",2,0.9,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"2",-89
"925","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",3,0.3,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"3",-89
"926","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",4,0.3,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,2,0,0,0,0,0,0,"4",-89
"927","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"W",5,0.3,NA,2013-07-12 22:31:00,2013-07-12 22:44:00,0,0,0,0,0,0,0,0,0,0,"5",-89
"928","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",1,0.4,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,1,0,0,0,0,0,0,0,"1",-71
"929","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",2,0.6,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,0,0,0,0,0,0,0,0,"2",-71
"930","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",3,0.3,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,0,3,0,0,0,0,0,0,"3",-71
"931","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",4,0.5,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,0,3,0,0,0,0,0,0,"4",-71
"932","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"S",5,0.3,NA,2013-07-12 22:49:00,2013-07-12 23:00:00,0,0,1,0,0,0,0,0,0,0,"5",-71
"933","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",1,0.4,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"1",-52
"934","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",2,0.4,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"2",-52
"935","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",3,0,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,2,0,0,0,0,0,0,"3",-52
"936","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",4,0.8,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"4",-52
"937","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"E",5,0.5,NA,2013-07-12 23:08:00,2013-07-12 23:22:00,0,0,0,0,0,0,0,0,0,0,"5",-52
"938","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",1,0.3,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,3,0,0,0,1,0,0,0,"1",-37
"939","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",2,0.5,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,0,0,0,0,0,0,0,0,"2",-37
"940","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",3,0.3,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,3,5,0,0,0,0,0,0,"3",-37
"941","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",4,0.2,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,1,1,6,7,0,0,1,0,0,0,"4",-37
"942","Townhead Gifford","Townhead Gifford-4","KH",2013-07-12,"NA","NA",NA,"N",5,0.4,NA,2013-07-12 23:23:00,2013-07-12 23:32:59,0,0,2,0,0,0,0,0,0,0,"5",-37
"943","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",1,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"1",48
"944","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",2,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"2",48
"945","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",3,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"3",48
"946","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",4,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"4",48
"947","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NE",5,NA,"Anemometer bust",2013-06-20 00:48:00,2013-06-20 00:59:00,0,0,0,0,0,0,0,0,0,0,"5",48
"948","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",5,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,0,0,0,0,0,0,0,"5",69.9833333333333
"949","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",4,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,0,0,0,0,0,0,0,"4",69.9833333333333
"950","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",3,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,3,0,0,0,0,0,0,0,"3",69.9833333333333
"951","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",2,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,4,0,0,0,0,0,0,"2",69.9833333333333
"952","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SE",1,NA,"Anemometer bust",2013-06-20 01:09:59,2013-06-20 01:21:00,0,0,0,0,0,0,0,0,0,0,"1",69.9833333333333
"953","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",1,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"1",83
"954","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",2,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"2",83
"955","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",3,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"3",83
"956","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",4,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"4",83
"957","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"NW",5,NA,"Anemometer bust",2013-06-20 01:23:00,2013-06-20 01:33:00,0,0,0,0,0,0,0,0,0,0,"5",83
"958","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",5,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"5",107.983333333333
"959","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",4,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"4",107.983333333333
"960","Townhead Stirling","Townhead Stirling-1","JM",2013-06-20,"13.3","NA",NA,"SW",3,NA,"Anemometer bust",2013-06-20 01:47:59,2013-06-20 02:00:00,0,0,0,0,0,0,0,0,0,0,"3",107.983333333333
