"SITE","SURVEYID","OBS","DATE","TEMP","WINDS_0","WINDD","TRSCT","SECTION","WINDS","COMMENTS","s_dtime","e_dtime","FLAG","UNK","SOPPIP","COMPIP","MYOTI","PIP","DUNNO","PAUR","NOCTU","NOISE","fSECTION","DAYNO","TTMIDN","NOTURB","PASSES","AREA_M2","AREA_ha"
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","SW",5,0.7,"Turbine(s) not spinning",2014-08-27 21:46:35,2014-08-27 21:49:46,0,0,0,0,0,0,0,0,0,0,"5",238,-133.416666666667,1,0,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","SE",1,0,"Turbine(s) not spinning",2014-08-27 22:01:49,2014-08-27 22:04:36,0,0,1,0,0,0,0,0,0,0,"1",238,-118.183333333333,1,1,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","SE",2,0,"Turbine(s) not spinning",2014-08-27 22:04:36,2014-08-27 22:07:17,0,0,1,2,0,0,0,0,0,0,"2",238,-115.4,1,3,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","SE",3,0,"Turbine(s) not spinning",2014-08-27 22:07:17,2014-08-27 22:09:44,0,0,8,1,0,0,1,0,0,0,"3",238,-112.716666666667,1,9,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","SE",4,0.3,"Turbine(s) not spinning",2014-08-27 22:09:44,2014-08-27 22:12:24,0,0,0,3,0,0,0,0,0,0,"4",238,-110.266666666667,1,3,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","SE",5,3.5,"Turbine(s) not spinning",2014-08-27 22:12:24,2014-08-27 22:14:08,0,0,0,0,0,0,0,0,0,0,"5",238,-107.6,1,0,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","N",1,0,"Turbine(s) spinning",2014-08-27 22:24:16,2014-08-27 22:27:19,0,0,0,1,0,0,0,0,0,0,"1",238,-95.7333333333333,1,1,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","N",2,0.1,"Turbine(s) spinning",2014-08-27 22:27:19,2014-08-27 22:29:50,0,0,1,12,0,0,0,0,0,0,"2",238,-92.6833333333333,1,13,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","N",3,0,"Turbine(s) spinning",2014-08-27 22:29:50,2014-08-27 22:32:56,0,0,2,6,0,0,0,0,0,0,"3",238,-90.1666666666667,1,8,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","N",4,0,"Turbine(s) spinning",2014-08-27 22:32:56,2014-08-27 22:36:25,0,0,0,1,0,0,0,0,0,0,"4",238,-87.0666666666667,1,1,15696.08,1.569608
"Barn Owl Lodge","Barn Owl Lodge-2","MG",2014-08-27,"10","NA","NA","N",5,0,"Turbine(s) spinning",2014-08-27 22:36:25,2014-08-27 22:39:09,0,0,0,1,0,1,0,0,0,0,"5",238,-83.5833333333333,1,2,15696.08,1.569608
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","W",1,1.4,"Turbine(s) spinning",2014-08-05 21:38:47,2014-08-05 21:41:31,0,0,0,0,0,0,0,0,0,0,"1",216,-141.216666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","W",2,0.9,"Turbine(s) spinning",2014-08-05 21:41:31,2014-08-05 21:44:53,0,0,0,0,0,0,0,0,0,0,"2",216,-138.483333333333,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","W",3,1.9,"Turbine(s) spinning",2014-08-05 21:44:53,2014-08-05 21:47:29,0,0,0,1,0,0,0,0,0,0,"3",216,-135.116666666667,2,1,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","W",4,0.7,"Turbine(s) spinning",2014-08-05 21:47:29,2014-08-05 21:50:26,0,0,0,0,0,0,0,0,0,0,"4",216,-132.516666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","W",5,1.5,"Turbine(s) spinning",2014-08-05 21:50:26,2014-08-05 21:53:51,0,0,0,0,0,0,0,0,0,0,"5",216,-129.566666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","NW",1,0.8,"Turbine(s) spinning",2014-08-05 22:09:15,2014-08-05 22:11:57,0,0,0,0,0,0,0,0,0,0,"1",216,-110.75,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","NW",2,1.5,"Turbine(s) spinning",2014-08-05 22:11:57,2014-08-05 22:14:43,0,0,0,2,0,1,0,0,0,0,"2",216,-108.05,2,3,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","NW",3,2.8,"Turbine(s) spinning",2014-08-05 22:14:43,2014-08-05 22:17:30,0,0,0,1,0,0,0,0,0,0,"3",216,-105.283333333333,2,1,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","NW",4,2.3,"Turbine(s) spinning",2014-08-05 22:17:30,2014-08-05 22:20:12,0,0,0,0,0,0,0,0,0,0,"4",216,-102.5,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","NW",5,2.8,"Turbine(s) spinning",2014-08-05 22:20:12,2014-08-05 22:22:53,0,0,0,1,0,0,0,0,0,0,"5",216,-99.8,2,1,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","SE",1,0.5,"Turbine(s) spinning",2014-08-05 23:09:17,2014-08-05 23:11:39,0,0,0,0,0,0,0,0,0,0,"1",216,-50.7166666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","SE",2,1.7,"Turbine(s) spinning",2014-08-05 23:11:39,2014-08-05 23:14:55,0,0,0,0,0,0,0,0,0,0,"2",216,-48.35,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","SE",3,1.5,"Turbine(s) spinning",2014-08-05 23:14:55,2014-08-05 23:17:31,0,0,0,0,0,1,0,0,0,0,"3",216,-45.0833333333333,2,1,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","SE",4,0.8,"Turbine(s) spinning",2014-08-05 23:17:31,2014-08-05 23:20:23,0,0,0,0,0,0,0,0,0,0,"4",216,-42.4833333333333,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","SE",5,0.4,"Turbine(s) spinning",2014-08-05 23:20:23,2014-08-05 23:23:02,0,0,2,2,0,3,2,0,0,0,"5",216,-39.6166666666667,2,7,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","E",1,2.6,"Turbine(s) spinning",2014-08-05 22:46:33,2014-08-05 22:48:56,0,0,0,2,0,0,0,0,0,0,"1",216,-73.45,2,2,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","E",2,2.1,"Turbine(s) spinning",2014-08-05 22:48:56,2014-08-05 22:51:37,0,0,0,0,0,0,0,0,0,0,"2",216,-71.0666666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","E",3,1,"Turbine(s) spinning",2014-08-05 22:51:37,2014-08-05 22:54:16,0,0,2,1,0,1,0,0,0,0,"3",216,-68.3833333333333,2,4,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","E",4,1.2,"Turbine(s) spinning",2014-08-05 22:54:16,2014-08-05 22:56:57,0,0,0,0,0,0,0,0,0,0,"4",216,-65.7333333333333,2,0,15946.74,1.594674
"Bogbank","Bogbank-1","MG",2014-08-05,"14.5","NA","NA","E",5,1,"Turbine(s) spinning",2014-08-05 22:56:57,2014-08-05 22:59:49,0,0,0,0,0,0,0,0,0,0,"5",216,-63.05,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","W",1,2.4,"Turbine(s) spinning",2014-08-31 20:54:18,2014-08-31 20:56:58,0,0,0,0,0,0,0,0,0,0,"1",242,-185.7,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","W",2,0.4,"Turbine(s) spinning",2014-08-31 20:56:58,2014-08-31 20:59:45,0,0,0,0,0,0,0,0,0,0,"2",242,-183.033333333333,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","W",3,1.6,"Turbine(s) spinning",2014-08-31 20:59:45,2014-08-31 21:02:09,0,0,0,2,0,0,0,0,0,0,"3",242,-180.25,2,2,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","W",4,3.7,"Turbine(s) spinning",2014-08-31 21:02:09,2014-08-31 21:04:38,0,0,0,0,0,0,0,0,0,0,"4",242,-177.85,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","W",5,3,"Turbine(s) spinning",2014-08-31 21:04:38,2014-08-31 21:07:10,0,0,0,2,0,0,0,0,0,0,"5",242,-175.366666666667,2,2,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","NW",1,1.3,"Turbine(s) spinning",2014-08-31 21:18:26,2014-08-31 21:21:32,0,0,0,0,0,0,0,0,0,3,"1",242,-161.566666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","NW",2,1.9,"Turbine(s) spinning",2014-08-31 21:21:32,2014-08-31 21:23:54,0,0,0,0,0,0,0,0,0,1,"2",242,-158.466666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","NW",3,4.3,"Turbine(s) spinning",2014-08-31 21:23:54,2014-08-31 21:26:38,0,0,0,0,0,0,0,0,0,1,"3",242,-156.1,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","NW",4,5,"Turbine(s) spinning",2014-08-31 21:26:38,2014-08-31 21:29:14,0,0,0,0,0,0,0,0,0,2,"4",242,-153.366666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","NW",5,4.3,"Turbine(s) spinning",2014-08-31 21:29:14,2014-08-31 21:31:39,0,0,0,0,0,0,0,0,0,1,"5",242,-150.766666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","SE",1,3.7,"Turbine(s) spinning",2014-08-31 21:45:38,2014-08-31 21:48:16,0,0,0,0,0,0,0,0,0,0,"1",242,-134.366666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","SE",2,3.7,"Turbine(s) spinning",2014-08-31 21:48:16,2014-08-31 21:51:17,0,0,0,0,0,0,0,0,0,1,"2",242,-131.733333333333,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","SE",3,0.6,"Turbine(s) spinning",2014-08-31 21:51:17,2014-08-31 21:53:31,0,0,0,0,0,0,0,0,0,0,"3",242,-128.716666666667,2,0,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","SE",4,1.9,"Turbine(s) spinning",2014-08-31 21:53:31,2014-08-31 21:56:24,0,0,4,0,0,0,1,0,0,1,"4",242,-126.483333333333,2,4,15946.74,1.594674
"Bogbank","Bogbank-2","MG",2014-08-31,"15","NA","NA","SE",5,0.1,"Turbine(s) spinning",2014-08-31 21:56:24,2014-08-31 21:59:43,0,0,0,1,0,0,0,0,0,0,"5",242,-123.6,2,1,15946.74,1.594674
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NW",1,2.2,"Turbine(s) spinning",2014-08-06 23:18:03,2014-08-06 23:20:48,0,0,0,0,0,0,0,0,0,0,"1",217,-41.95,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NW",2,0.1,"Turbine(s) spinning",2014-08-06 23:20:48,2014-08-06 23:24:09,0,0,0,0,0,0,0,0,0,0,"2",217,-39.2,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NW",3,0.7,"Turbine(s) spinning",2014-08-06 23:24:09,2014-08-06 23:27:01,0,0,0,0,0,0,0,0,0,0,"3",217,-35.85,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NW",4,0,"Turbine(s) spinning",2014-08-06 23:27:01,2014-08-06 23:29:53,0,0,0,0,0,1,0,0,0,0,"4",217,-32.9833333333333,1,1,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NW",5,1.4,"Turbine(s) spinning",2014-08-06 23:29:53,2014-08-06 23:32:50,0,0,0,0,0,0,0,0,0,0,"5",217,-30.1166666666667,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SW",1,3.3,"Turbine(s) spinning",2014-08-06 22:50:30,2014-08-06 22:52:58,0,0,0,0,0,0,0,0,0,0,"1",217,-69.5,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SW",2,3.5,"Turbine(s) spinning",2014-08-06 22:52:58,2014-08-06 22:56:19,0,0,0,0,0,0,0,0,0,0,"2",217,-67.0333333333333,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SW",3,2.2,"Turbine(s) spinning",2014-08-06 22:56:19,2014-08-06 22:59:32,0,0,0,0,0,0,0,0,0,0,"3",217,-63.6833333333333,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SW",4,3.5,"Turbine(s) spinning",2014-08-06 22:59:32,2014-08-06 23:02:36,0,0,0,0,0,0,0,0,0,0,"4",217,-60.4666666666667,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SW",5,3.4,"Turbine(s) spinning",2014-08-06 23:02:36,2014-08-06 23:05:25,0,0,0,0,0,0,0,0,0,0,"5",217,-57.4,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NE",1,3.6,"Turbine(s) spinning",2014-08-06 22:16:42,2014-08-06 22:19:10,0,0,0,0,0,0,0,0,0,0,"1",217,-103.3,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NE",2,2.5,"Turbine(s) spinning",2014-08-06 22:19:10,2014-08-06 22:22:21,0,0,3,6,0,1,1,0,0,0,"2",217,-100.833333333333,1,10,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NE",3,0,"Turbine(s) spinning",2014-08-06 22:22:21,2014-08-06 22:25:48,0,0,0,13,0,4,0,0,0,0,"3",217,-97.65,1,17,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NE",4,2.4,"Turbine(s) spinning",2014-08-06 22:25:48,2014-08-06 22:28:50,0,0,0,12,0,0,0,0,0,0,"4",217,-94.2,1,12,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","NE",5,2.7,"Turbine(s) spinning",2014-08-06 22:28:50,2014-08-06 22:31:53,0,0,1,27,0,2,0,0,0,0,"5",217,-91.1666666666667,1,30,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SE",1,2.7,"Turbine(s) spinning",2014-08-06 21:46:29,2014-08-06 21:49:16,0,0,0,0,0,0,0,0,0,0,"1",217,-133.516666666667,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SE",2,1.8,"Turbine(s) spinning",2014-08-06 21:49:16,2014-08-06 21:53:28,0,0,0,0,0,0,0,0,0,0,"2",217,-130.733333333333,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SE",3,0.9,"Turbine(s) spinning",2014-08-06 21:53:28,2014-08-06 21:56:40,0,0,0,0,0,0,0,0,0,0,"3",217,-126.533333333333,1,0,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SE",4,0.6,"Turbine(s) spinning",2014-08-06 21:56:40,2014-08-06 22:00:50,0,0,8,0,0,2,0,0,0,0,"4",217,-123.333333333333,1,10,14040.68,1.404068
"Brockhouse","Brockhouse-1","MG",2014-08-06,"13.5","NA","NA","SE",5,0,"Turbine(s) spinning",2014-08-06 22:00:50,2014-08-06 22:04:49,0,0,0,0,0,0,0,0,0,0,"5",217,-119.166666666667,1,0,14040.68,1.404068
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","S",1,0.8,"Turbine(s) not spinning",2014-07-23 01:41:26,2014-07-23 01:44:39,0,0,0,2,0,0,0,0,0,0,"1",203,101.433333333333,1,2,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","S",2,0,"Turbine(s) not spinning",2014-07-23 01:44:39,2014-07-23 01:48:28,0,0,0,0,0,0,0,0,0,0,"2",203,104.65,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","S",3,0,"Turbine(s) not spinning",2014-07-23 01:48:28,2014-07-23 01:52:20,0,0,0,0,0,0,0,0,0,0,"3",203,108.466666666667,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","S",4,0,"Turbine(s) not spinning",2014-07-23 01:52:20,2014-07-23 01:57:00,0,0,0,0,0,0,0,0,0,0,"4",203,112.333333333333,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","S",5,1.2,"Turbine(s) not spinning",2014-07-23 01:57:00,2014-07-23 02:00:59,0,0,0,0,0,0,0,0,0,0,"5",203,117,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","W",1,2.9,"Turbine(s) not spinning",2014-07-23 02:18:54,2014-07-23 02:21:42,0,0,0,0,0,0,0,0,0,0,"1",203,138.9,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","W",2,3.4,"Turbine(s) not spinning",2014-07-23 02:21:42,2014-07-23 02:24:34,0,0,0,1,0,0,0,0,0,0,"2",203,141.7,1,1,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","W",3,2.6,"Turbine(s) not spinning",2014-07-23 02:24:34,2014-07-23 02:27:49,0,0,0,0,0,0,0,0,0,0,"3",203,144.566666666667,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","W",4,0,"Turbine(s) not spinning",2014-07-23 02:27:49,2014-07-23 02:31:33,0,0,3,12,1,2,0,0,0,0,"4",203,147.816666666667,1,18,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","W",5,0.9,"Turbine(s) not spinning",2014-07-23 02:31:33,2014-07-23 02:35:19,0,0,0,0,0,0,0,0,0,0,"5",203,151.55,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","N",1,3.8,"Turbine(s) not spinning",2014-07-23 02:41:52,2014-07-23 02:44:44,0,0,0,0,0,0,0,0,0,0,"1",203,161.866666666667,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","N",2,1.7,"Turbine(s) not spinning",2014-07-23 02:44:44,2014-07-23 02:48:00,0,0,0,0,0,0,0,0,0,0,"2",203,164.733333333333,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","N",3,0.1,"Turbine(s) not spinning",2014-07-23 02:48:00,2014-07-23 02:50:46,0,0,0,0,0,0,0,0,0,0,"3",203,168,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","N",4,0.9,"Turbine(s) not spinning",2014-07-23 02:50:46,2014-07-23 02:53:50,0,0,0,1,0,0,0,0,0,0,"4",203,170.766666666667,1,1,13480.3,1.34803
"Ferrygate","Ferrygate-1","MG",2014-07-23,"14","NA","NA","N",5,1.4,"Turbine(s) not spinning",2014-07-23 02:53:50,2014-07-23 02:57:00,0,0,0,0,0,0,0,0,0,0,"5",203,173.833333333333,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","S",1,0,"Turbine(s) not spinning",2014-09-02 20:47:55,2014-09-02 20:50:12,0,0,0,6,0,0,0,0,0,3,"1",244,-192.083333333333,1,6,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","S",2,0.2,"Turbine(s) not spinning",2014-09-02 20:50:12,2014-09-02 20:52:56,0,0,0,4,0,0,0,0,0,2,"2",244,-189.8,1,4,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","S",3,0,"Turbine(s) not spinning",2014-09-02 20:52:56,2014-09-02 20:55:51,0,0,0,5,0,0,0,0,0,1,"3",244,-187.066666666667,1,5,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","S",4,0,"Turbine(s) not spinning",2014-09-02 20:55:51,2014-09-02 20:58:10,0,0,0,0,0,0,0,0,0,9,"4",244,-184.15,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","S",5,0.1,"Turbine(s) not spinning",2014-09-02 20:58:10,2014-09-02 21:00:36,0,0,0,2,0,0,0,0,0,3,"5",244,-181.833333333333,1,2,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","W",1,0,"Turbine(s) not spinning",2014-09-02 21:07:22,2014-09-02 21:10:10,0,0,0,0,1,0,0,0,0,0,"1",244,-172.633333333333,1,1,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","W",2,1.2,"Turbine(s) not spinning",2014-09-02 21:10:10,2014-09-02 21:12:37,0,0,2,1,0,0,0,0,0,0,"2",244,-169.833333333333,1,3,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","W",3,0.1,"Turbine(s) not spinning",2014-09-02 21:12:37,2014-09-02 21:15:23,0,0,3,10,0,4,0,0,0,0,"3",244,-167.383333333333,1,17,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","W",4,0,"Turbine(s) not spinning",2014-09-02 21:15:23,2014-09-02 21:18:13,0,0,2,4,0,1,1,0,0,0,"4",244,-164.616666666667,1,7,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","W",5,0,"Turbine(s) not spinning",2014-09-02 21:18:13,2014-09-02 21:21:02,0,0,1,1,0,0,0,0,0,0,"5",244,-161.783333333333,1,2,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","N",1,0.2,"Turbine(s) not spinning",2014-09-02 21:24:18,2014-09-02 21:27:04,0,0,0,0,0,0,0,0,0,1,"1",244,-155.7,1,0,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","N",2,0,"Turbine(s) not spinning",2014-09-02 21:27:04,2014-09-02 21:29:36,0,0,0,2,0,0,0,0,0,0,"2",244,-152.933333333333,1,2,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","N",3,0.3,"Turbine(s) not spinning",2014-09-02 21:29:36,2014-09-02 21:32:20,0,0,0,1,0,0,0,0,0,0,"3",244,-150.4,1,1,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","N",4,0,"Turbine(s) not spinning",2014-09-02 21:32:20,2014-09-02 21:34:58,0,0,0,1,0,0,0,0,0,0,"4",244,-147.666666666667,1,1,13480.3,1.34803
"Ferrygate","Ferrygate-2","MG",2014-09-02,"12","NA","NA","N",5,0.3,"Turbine(s) not spinning",2014-09-02 21:34:58,2014-09-02 21:37:40,0,0,0,0,0,0,0,0,0,0,"5",244,-145.033333333333,1,0,13480.3,1.34803
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","SE",1,0,"Turbine(s) not spinning",2014-08-06 01:52:01,2014-08-06 01:55:38,0,0,2,0,0,0,0,0,0,0,"1",217,112.016666666667,2,2,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","SE",2,0,"Turbine(s) not spinning",2014-08-06 01:55:38,2014-08-06 01:58:31,0,0,1,1,0,0,0,0,0,0,"2",217,115.633333333333,2,2,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","SE",3,0,"Turbine(s) not spinning",2014-08-06 01:58:31,2014-08-06 02:01:17,0,0,0,0,0,0,0,0,0,0,"3",217,118.516666666667,2,0,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","SE",4,0,"Turbine(s) not spinning",2014-08-06 02:01:17,2014-08-06 02:04:13,0,0,0,0,0,0,0,0,0,0,"4",217,121.283333333333,2,0,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","SE",5,0,"Turbine(s) not spinning",2014-08-06 02:04:13,2014-08-06 02:06:51,0,0,0,0,0,0,0,0,0,0,"5",217,124.216666666667,2,0,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","NE",1,0,"Turbine(s) not spinning",2014-08-06 01:24:05,2014-08-06 01:27:16,0,0,0,0,0,0,0,0,0,0,"1",217,84.0833333333333,2,0,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","NE",2,0,"Turbine(s) not spinning",2014-08-06 01:27:16,2014-08-06 01:30:09,0,0,0,0,0,2,0,0,0,0,"2",217,87.2666666666667,2,2,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","NE",3,0,"Turbine(s) not spinning",2014-08-06 01:30:09,2014-08-06 01:33:20,0,0,0,0,0,0,0,0,0,0,"3",217,90.15,2,0,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","NE",4,0,"Turbine(s) not spinning",2014-08-06 01:33:20,2014-08-06 01:36:31,0,0,0,0,0,0,0,0,0,0,"4",217,93.3333333333333,2,0,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","NE",5,0,"Turbine(s) not spinning",2014-08-06 01:36:31,2014-08-06 01:39:41,0,0,0,4,0,0,0,0,0,0,"5",217,96.5166666666667,2,4,14353.51,1.435351
"Huxton","Huxton-1","MG",2014-08-06,"13","NA","NA","NW",1,0,"Turbine(s) spinning",2014-08-06 00:51:58,2014-08-06 00:55:01,0,0,0,0,0,0,0,0,0,0,"1",217,51.9666666666667,2,0,14353.51,1.435351
