,Name,Type,ID,Divrat,Y,M,D,H,M.1,S,uS,Datum,Lat,Long,Zon,E.ing,N.ing,Alt,Tape,Date,Loc,Species,Spec,Note,Note1,COUNT,X,LAT,LON,BNG_y,BNG_x,SURVEYID
512,ROON2___20140806_223249,132,NA,8,2014,8,6,22,32,49,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74662,-2.92692,650749.5582,341909.9471,Brockhouse-1
522,ROON2___20140806_223251,132,NA,8,2014,8,6,22,32,51,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74665,-2.92688,650752.8634,341912.5028,Brockhouse-1
531,ROON2___20140806_223258,132,NA,8,2014,8,6,22,32,58,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74666,-2.92687,650753.9679,341913.1454,Brockhouse-1
541,ROON2___20140806_223303,132,NA,8,2014,8,6,22,33,3,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74667,-2.92685,650755.064,341914.4158,Brockhouse-1
551,ROON2___20140806_223307,132,NA,8,2014,8,6,22,33,7,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74668,-2.92685,650756.1769,341914.4306,Brockhouse-1
561,ROON2___20140806_223319,132,NA,8,2014,8,6,22,33,19,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74672,-2.92678,650760.5697,341918.8844,Brockhouse-1
571,ROON2___20140806_223339,132,NA,8,2014,8,6,22,33,39,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,55.7468,-2.92675,650769.4478,341920.8867,Brockhouse-1
581,ROON2___20140806_223349,132,NA,8,2014,8,6,22,33,49,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,55.74684,-2.92677,650773.9162,341919.6907,Brockhouse-1
591,ROON2___20140806_223358,132,NA,8,2014,8,6,22,33,58,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,55.74685,-2.92668,650774.9536,341925.3552,Brockhouse-1
60,ROON2___20140806_223411,132,NA,8,2014,8,6,22,34,11,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74692,-2.92668,650782.7439,341925.4594,Brockhouse-1
611,ROON2___20140806_223423,132,NA,8,2014,8,6,22,34,23,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,compip 3                                                                 ,NA,3,NA,55.74696,-2.92663,650787.1536,341928.6576,Brockhouse-1
621,ROON2___20140806_223434,132,NA,8,2014,8,6,22,34,34,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74697,-2.9266,650788.2413,341930.5557,Brockhouse-1
631,ROON2___20140806_223455,132,NA,8,2014,8,6,22,34,55,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74706,-2.92653,650798.1987,341935.0838,Brockhouse-1
641,ROON2___20140806_223506,132,NA,8,2014,8,6,22,35,6,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74708,-2.92653,650800.4245,341935.1136,Brockhouse-1
651,ROON2___20140806_223511,132,NA,8,2014,8,6,22,35,11,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmPIP,NA,                                                                         ,NA,1,NA,55.7471,-2.92645,650802.5832,341940.1652,Brockhouse-1
65.1,ROON2___20140806_223511,132,NA,8,2014,8,6,22,35,11,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.7471,-2.92645,650802.5832,341940.1652,Brockhouse-1
66,ROON2___20140806_223533,132,NA,8,2014,8,6,22,35,33,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74716,-2.92632,650809.1515,341948.415,Brockhouse-1
67,ROON2___20140806_223538,132,NA,8,2014,8,6,22,35,38,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmPIP,NA,                                                                         ,NA,1,NA,55.74718,-2.92628,650811.3438,341950.9557,Brockhouse-1
68,ROON2___20140806_223543,132,NA,8,2014,8,6,22,35,43,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.7472,-2.92627,650813.5612,341951.6132,Brockhouse-1
69,ROON2___20140806_223547,132,NA,8,2014,8,6,22,35,47,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74721,-2.92625,650814.6573,341952.8835,Brockhouse-1
70,ROON2___20140806_223604,132,NA,8,2014,8,6,22,36,4,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74722,-2.92625,650815.7702,341952.8984,Brockhouse-1
711,ROON2___20140806_223608,132,NA,8,2014,8,6,22,36,8,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74722,-2.92625,650815.7702,341952.8984,Brockhouse-1
721,ROON2___20140806_225235,132,NA,8,2014,8,6,22,52,35,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74346,-2.93015,650400.5969,341702.4662,Brockhouse-1
731,ROON2___20140806_225251,132,NA,8,2014,8,6,22,52,51,0,NA,0,0,---,0,0,0,NA,14/08/2006,Brockhouse,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74346,-2.93037,650400.7824,341688.6548,Brockhouse-1
120,ROON1_N_20140723_001706,132,NA,8,2014,7,23,0,17,6,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.06355,-3.37948,686492.4952,314205.1552,Ferrygate-1
220,ROON1_N_20140723_001820,132,NA,8,2014,7,23,0,18,20,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.06312,-3.37985,686445.101,314181.1623,Ferrygate-1
317,ROON1_N_20140723_023034,132,NA,8,2014,7,23,2,30,34,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.04549,-2.76153,683885.8217,352658.4557,Ferrygate-1
416,ROON1_N_20140723_023319,132,NA,8,2014,7,23,2,33,19,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.04525,-2.76238,683859.6946,352605.2106,Ferrygate-1
513,ROON1___20140723_014140,132,NA,8,2014,7,23,1,41,40,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04646,-2.75643,683990.2883,352977.3396,Ferrygate-1
612,ROON1___20140723_014145,132,NA,8,2014,7,23,1,41,45,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04642,-2.7564,683985.8159,352979.1596,Ferrygate-1
77,ROON1___20140723_022610,132,NA,8,2014,7,23,2,26,10,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04606,-2.7595,683947.8685,352785.6111,Ferrygate-1
87,ROON1___20140723_022958,132,NA,8,2014,7,23,2,29,58,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04546,-2.76127,683882.3042,352674.6155,Ferrygate-1
97,ROON1___20140723_023015,132,NA,8,2014,7,23,2,30,15,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.0455,-2.76135,683886.811,352669.681,Ferrygate-1
107,ROON1___20140723_023025,132,NA,8,2014,7,23,2,30,25,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04549,-2.7615,683885.8011,352660.3246,Ferrygate-1
1111,ROON1___20140723_023103,132,NA,8,2014,7,23,2,31,3,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04535,-2.76183,683870.4462,352639.5955,Ferrygate-1
127,ROON1___20140723_023106,132,NA,8,2014,7,23,2,31,6,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmMYOTI,NA,                                                                         ,NA,1,NA,56.04535,-2.76192,683870.508,352633.989,Ferrygate-1
12.12,ROON1___20140723_023106,132,NA,8,2014,7,23,2,31,6,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04535,-2.76192,683870.508,352633.989,Ferrygate-1
137,ROON1___20140723_023116,132,NA,8,2014,7,23,2,31,16,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04537,-2.76208,683872.844,352624.0465,Ferrygate-1
147,ROON1___20140723_023128,132,NA,8,2014,7,23,2,31,28,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.04539,-2.76213,683875.1043,352620.9563,Ferrygate-1
14.1,ROON1___20140723_023128,132,NA,8,2014,7,23,2,31,28,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04539,-2.76213,683875.1043,352620.9563,Ferrygate-1
156,ROON1___20140723_023142,132,NA,8,2014,7,23,2,31,42,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmPIP,NA,"pip 1, compip 2                                                          ",NA,1,NA,56.0454,-2.76213,683876.2173,352620.9686,Ferrygate-1
15.11,ROON1___20140723_023142,132,NA,8,2014,7,23,2,31,42,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,"pip 1, compip 2                                                          ",NA,2,NA,56.0454,-2.76213,683876.2173,352620.9686,Ferrygate-1
166,ROON1___20140723_023153,132,NA,8,2014,7,23,2,31,53,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmPIP,NA,"pip 1, compip 2                                                          ",NA,1,NA,56.04541,-2.76213,683877.3303,352620.9809,Ferrygate-1
16.12,ROON1___20140723_023153,132,NA,8,2014,7,23,2,31,53,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,"pip 1, compip 2                                                          ",NA,2,NA,56.04541,-2.76213,683877.3303,352620.9809,Ferrygate-1
176,ROON1___20140723_023206,132,NA,8,2014,7,23,2,32,6,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04541,-2.76213,683877.3303,352620.9809,Ferrygate-1
186,ROON1___20140723_023214,132,NA,8,2014,7,23,2,32,14,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0454,-2.76213,683876.2173,352620.9686,Ferrygate-1
195,ROON1___20140723_023226,132,NA,8,2014,7,23,2,32,26,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04537,-2.76213,683872.8784,352620.9317,Ferrygate-1
205,ROON1___20140723_023230,132,NA,8,2014,7,23,2,32,30,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04536,-2.76212,683871.7585,352621.5424,Ferrygate-1
2110,ROON1___20140723_023252,132,NA,8,2014,7,23,2,32,52,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04529,-2.76227,683864.0708,352612.1122,Ferrygate-1
224,ROON1___20140723_023259,132,NA,8,2014,7,23,2,32,59,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04526,-2.76232,683860.7663,352608.9606,Ferrygate-1
234,ROON1___20140723_023309,132,NA,8,2014,7,23,2,33,9,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.04524,-2.76238,683858.5816,352605.1983,Ferrygate-1
243,ROON1___20140723_025130,132,NA,8,2014,7,23,2,51,30,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04884,-2.7589,684256.8655,352826.3879,Ferrygate-1
253,ROON1___20140723_025841,132,NA,8,2014,7,23,2,58,41,0,NA,0,0,---,0,0,0,NA,14/07/2023,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.05059,-2.7614,684453.3511,352672.8135,Ferrygate-1
128,ROON2_N_20140902_204817,132,NA,8,2014,9,2,20,48,17,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04638,-2.75637,683981.3435,352980.9796,Ferrygate-2
225,ROON2_N_20140902_204836,132,NA,8,2014,9,2,20,48,36,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04627,-2.75627,683969.0325,352987.0748,Ferrygate-2
318,ROON2_N_20140902_204954,132,NA,8,2014,9,2,20,49,54,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04578,-2.75583,683914.1965,353013.8868,Ferrygate-2
417,ROON2_N_20140902_205031,132,NA,8,2014,9,2,20,50,31,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04572,-2.75575,683907.4641,353018.7972,Ferrygate-2
514,ROON2_N_20140902_205111,132,NA,8,2014,9,2,20,51,11,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04551,-2.75553,683883.9415,353032.2461,Ferrygate-2
613,ROON2_N_20140902_205227,132,NA,8,2014,9,2,20,52,27,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04505,-2.75507,683832.4311,353060.3416,Ferrygate-2
78,ROON2_N_20140902_205245,132,NA,8,2014,9,2,20,52,45,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04491,-2.75497,683816.7813,353066.4008,Ferrygate-2
88,ROON2_N_20140902_205435,132,NA,8,2014,9,2,20,54,35,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04447,-2.75455,683767.5243,353092.0296,Ferrygate-2
98,ROON2_N_20140902_205607,132,NA,8,2014,9,2,20,56,7,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.0441,-2.75415,683726.0718,353116.4983,Ferrygate-2
108,ROON2_N_20140902_205628,132,NA,8,2014,9,2,20,56,28,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04393,-2.75402,683707.0628,353124.3902,Ferrygate-2
1112,ROON2_N_20140902_205645,132,NA,8,2014,9,2,20,56,45,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04384,-2.75405,683697.0664,353122.4119,Ferrygate-2
129,ROON2_N_20140902_205653,132,NA,8,2014,9,2,20,56,53,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04379,-2.75407,683691.5151,353121.1052,Ferrygate-2
138,ROON2_N_20140902_205705,132,NA,8,2014,9,2,20,57,5,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.0437,-2.75415,683681.5527,353116.012,Ferrygate-2
148,ROON2_N_20140902_205727,132,NA,8,2014,9,2,20,57,27,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04358,-2.75427,683668.2786,353108.3905,Ferrygate-2
157,ROON2_N_20140902_205742,132,NA,8,2014,9,2,20,57,42,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04348,-2.75437,683657.2169,353102.0391,Ferrygate-2
167,ROON2_N_20140902_205828,132,NA,8,2014,9,2,20,58,28,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04334,-2.75457,683641.7714,353089.4093,Ferrygate-2
177,ROON2_N_20140902_205841,132,NA,8,2014,9,2,20,58,41,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04329,-2.7546,683636.2269,353087.4796,Ferrygate-2
187,ROON2_N_20140902_205925,132,NA,8,2014,9,2,20,59,25,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.0429,-2.75492,683593.0387,353067.0697,Ferrygate-2
196,ROON2_N_20140902_205945,132,NA,8,2014,9,2,20,59,45,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04279,-2.755,683580.8504,353061.9519,Ferrygate-2
206,ROON2_N_20140902_205959,132,NA,8,2014,9,2,20,59,59,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04272,-2.75505,683573.0937,353058.7518,Ferrygate-2
2111,ROON2_N_20140902_210028,132,NA,8,2014,9,2,21,0,28,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0426,-2.75512,683559.7856,353054.2448,Ferrygate-2
226,ROON2_N_20140902_211432,132,NA,8,2014,9,2,21,14,32,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04587,-2.76002,683927.0784,352752.9857,Ferrygate-2
235,ROON2_N_20140902_211440,132,NA,8,2014,9,2,21,14,40,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04585,-2.76007,683924.8867,352749.8465,Ferrygate-2
244,ROON2_N_20140902_211445,132,NA,8,2014,9,2,21,14,45,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04583,-2.76008,683922.6676,352749.1991,Ferrygate-2
254,ROON2_N_20140902_211546,132,NA,8,2014,9,2,21,15,46,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmPIP,NA,                                                                         ,NA,1,NA,56.0457,-2.76047,683908.4664,352724.7451,Ferrygate-2
263,ROON2_N_20140902_211552,132,NA,8,2014,9,2,21,15,52,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.0457,-2.76047,683908.4664,352724.7451,Ferrygate-2
273,ROON2_N_20140902_211555,132,NA,8,2014,9,2,21,15,55,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.04569,-2.76047,683907.3535,352724.7329,Ferrygate-2
283,ROON2_N_20140902_211610,132,NA,8,2014,9,2,21,16,10,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.04559,-2.76057,683896.2923,352718.3809,Ferrygate-2
293,ROON2_N_20140902_211701,132,NA,8,2014,9,2,21,17,1,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmDUNNO,NA,                                                                         ,NA,,NA,56.04552,-2.76117,683888.9133,352680.9185,Ferrygate-2
303,ROON2_N_20140902_211715,132,NA,8,2014,9,2,21,17,15,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,"compip 2, soppip 1                                                       ",NA,2,NA,56.04544,-2.7612,683880.0301,352678.9515,Ferrygate-2
30.11,ROON2_N_20140902_211715,132,NA,8,2014,9,2,21,17,15,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,"compip 2, soppip 1                                                       ",NA,1,NA,56.04544,-2.7612,683880.0301,352678.9515,Ferrygate-2
319,ROON2_N_20140902_212525,132,NA,8,2014,9,2,21,25,25,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmNOISE,NA,                                                                         ,NA,1,NA,56.04673,-2.75675,684020.5571,352957.7353,Ferrygate-2
323,ROON2_N_20140902_213914,132,NA,8,2014,9,2,21,39,14,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.05053,-2.76143,684446.6938,352670.8713,Ferrygate-2
333,ROON2_N_20140902_213937,132,NA,8,2014,9,2,21,39,37,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.05063,-2.76158,684457.9266,352661.6511,Ferrygate-2
343,ROON2_N_20140902_214010,132,NA,8,2014,9,2,21,40,10,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.05087,-2.76175,684484.7549,352651.3572,Ferrygate-2
353,ROON2___20140902_204851,132,NA,8,2014,9,2,20,48,51,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04614,-2.7561,683954.4478,352997.5062,Ferrygate-2
363,ROON2___20140902_204911,132,NA,8,2014,9,2,20,49,11,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04603,-2.75602,683942.1505,353002.3556,Ferrygate-2
372,ROON2___20140902_204923,132,NA,8,2014,9,2,20,49,23,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04594,-2.75597,683932.0996,353005.3606,Ferrygate-2
382,ROON2___20140902_204938,132,NA,8,2014,9,2,20,49,38,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04586,-2.7559,683923.148,353009.6237,Ferrygate-2
392,ROON2___20140902_205014,132,NA,8,2014,9,2,20,50,14,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0457,-2.75575,683905.2381,353018.7728,Ferrygate-2
402,ROON2___20140902_205043,132,NA,8,2014,9,2,20,50,43,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.0457,-2.75572,683905.2176,353020.6417,Ferrygate-2
418,ROON2___20140902_205055,132,NA,8,2014,9,2,20,50,55,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04561,-2.75563,683895.1395,353026.1385,Ferrygate-2
423,ROON2___20140902_205310,132,NA,8,2014,9,2,20,53,10,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04492,-2.75497,683817.8943,353066.4129,Ferrygate-2
432,ROON2___20140902_205325,132,NA,8,2014,9,2,20,53,25,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04492,-2.75497,683817.8943,353066.4129,Ferrygate-2
442,ROON2___20140902_205336,132,NA,8,2014,9,2,20,53,36,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04485,-2.75492,683810.0694,353069.4425,Ferrygate-2
452,ROON2___20140902_205348,132,NA,8,2014,9,2,20,53,48,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04473,-2.75485,683796.6659,353073.6572,Ferrygate-2
462,ROON2___20140902_205411,132,NA,8,2014,9,2,20,54,11,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04456,-2.7547,683777.6432,353082.7947,Ferrygate-2
472,ROON2___20140902_205443,132,NA,8,2014,9,2,20,54,43,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04438,-2.75447,683757.453,353096.9039,Ferrygate-2
482,ROON2___20140902_205455,132,NA,8,2014,9,2,20,54,55,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04428,-2.75442,683746.2892,353099.8971,Ferrygate-2
492,ROON2___20140902_210019,132,NA,8,2014,9,2,21,0,19,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04261,-2.75515,683560.919,353052.388,Ferrygate-2
502,ROON2___20140902_210925,132,NA,8,2014,9,2,21,9,25,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmMYOTI,NA,                                                                         ,NA,1,NA,56.04674,-2.75735,684022.0799,352920.3721,Ferrygate-2
515,ROON2___20140902_211205,132,NA,8,2014,9,2,21,12,5,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.04631,-2.75875,683975.1793,352832.6369,Ferrygate-2
523,ROON2___20140902_211250,132,NA,8,2014,9,2,21,12,50,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmSOPPIP,NA,                                                                         ,NA,1,NA,56.04622,-2.75905,683965.3679,352813.8389,Ferrygate-2
532,ROON2___20140902_211259,132,NA,8,2014,9,2,21,12,59,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04622,-2.75907,683965.3816,352812.593,Ferrygate-2
542,ROON2___20140902_211435,132,NA,8,2014,9,2,21,14,35,0,NA,0,0,---,0,0,0,NA,14/09/2002,Ferrygate,jmCOMPIP,NA,                                                                         ,NA,1,NA,56.04587,-2.76003,683927.0853,352752.3628,Ferrygate-2
