,Name,Type,ID,Divrat,Y,M,D,H,M.1,S,uS,Datum,Lat,Long,Zon,E.ing,N.ing,Alt,Tape,Date,Loc,Species,Spec,Note,Note1,COUNT,X,LAT,LON,BNG_y,BNG_x,SURVEYID
429,ROON2_N_20140828_210413,132,NA,8,2014,8,28,21,4,13,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmNOISE,NA,                                                                         ,NA,1,NA,55.75055,-2.33058,650847.2356,379347.6486,Nisbet Hill-2
526,ROON2_N_20140828_210428,132,NA,8,2014,8,28,21,4,28,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.75058,-2.33045,650850.5355,379355.8247,Nisbet Hill-2
624,ROON2_N_20140828_212732,132,NA,8,2014,8,28,21,27,32,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74678,-2.33053,650427.6371,379348.7848,Nisbet Hill-2
718,ROON2_N_20140828_212749,132,NA,8,2014,8,28,21,27,49,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmDUNNO,NA,                                                                         ,NA,,NA,55.74678,-2.33037,650427.5892,379358.829,Nisbet Hill-2
816,ROON2_N_20140828_213551,132,NA,8,2014,8,28,21,35,51,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmNOISE,NA,                                                                         ,NA,1,NA,55.7449,-2.32743,650217.4776,379542.4027,Nisbet Hill-2
916,ROON2_N_20140828_215135,132,NA,8,2014,8,28,21,51,35,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,,NA,                                                                         ,NA,,NA,55.74786,-2.33182,650548.2233,379268.379,Nisbet Hill-2
1016,ROON2_N_20140828_215701,132,NA,8,2014,8,28,21,57,1,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74655,-2.33125,650402.2551,379303.4633,Nisbet Hill-2
1120,ROON2_N_20140828_215717,132,NA,8,2014,8,28,21,57,17,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74651,-2.33148,650397.8724,379289.0033,Nisbet Hill-2
1216,ROON2_N_20140828_220038,132,NA,8,2014,8,28,22,0,38,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74598,-2.33337,650339.4553,379170.0711,Nisbet Hill-2
1315,ROON2_N_20140828_220119,132,NA,8,2014,8,28,22,1,19,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmDUNNO,NA,                                                                         ,NA,,NA,55.74588,-2.33377,650328.4467,379144.9063,Nisbet Hill-2
1415,ROON2_N_20140828_220240,132,NA,8,2014,8,28,22,2,40,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74565,-2.33448,650303.0638,379100.2104,Nisbet Hill-2
1514,ROON2_N_20140828_220401,132,NA,8,2014,8,28,22,4,1,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74544,-2.33518,650279.9043,379056.1525,Nisbet Hill-2
1614,ROON2___20140828_205652,132,NA,8,2014,8,28,20,56,52,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmPIP,NA,                                                                         ,NA,1,NA,55.74977,-2.33377,650761.3856,379146.9926,Nisbet Hill-2
1714,ROON2___20140828_212738,132,NA,8,2014,8,28,21,27,38,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74675,-2.33043,650424.2683,379355.0465,Nisbet Hill-2
1814,ROON2___20140828_212751,132,NA,8,2014,8,28,21,27,51,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,55.7468,-2.33028,650429.7882,379364.4895,Nisbet Hill-2
1913,ROON2___20140828_212812,132,NA,8,2014,8,28,21,28,12,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74684,-2.33018,650434.2101,379370.7884,Nisbet Hill-2
2013,ROON2___20140828_212818,132,NA,8,2014,8,28,21,28,18,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74684,-2.33018,650434.2101,379370.7884,Nisbet Hill-2
2118,ROON2___20140828_212827,132,NA,8,2014,8,28,21,28,27,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74684,-2.33018,650434.2101,379370.7884,Nisbet Hill-2
2215,ROON2___20140828_215439,132,NA,8,2014,8,28,21,54,39,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74694,-2.33072,650445.5013,379336.9423,Nisbet Hill-2
2313,ROON2___20140828_215445,132,NA,8,2014,8,28,21,54,45,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74688,-2.33065,650438.8026,379341.3047,Nisbet Hill-2
2411,ROON2___20140828_215455,132,NA,8,2014,8,28,21,54,55,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74685,-2.3306,650435.4488,379344.4276,Nisbet Hill-2
2511,ROON2___20140828_215508,132,NA,8,2014,8,28,21,55,8,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74681,-2.33055,650430.982,379347.5452,Nisbet Hill-2
269,ROON2___20140828_215515,132,NA,8,2014,8,28,21,55,15,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74672,-2.33057,650420.9714,379346.2418,Nisbet Hill-2
279,ROON2___20140828_215542,132,NA,8,2014,8,28,21,55,42,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74662,-2.33083,650409.9198,379329.8668,Nisbet Hill-2
289,ROON2___20140828_215553,132,NA,8,2014,8,28,21,55,53,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74661,-2.33083,650408.8068,379329.8615,Nisbet Hill-2
299,ROON2___20140828_215600,132,NA,8,2014,8,28,21,56,0,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74662,-2.33077,650409.9018,379333.6334,Nisbet Hill-2
309,ROON2___20140828_215611,132,NA,8,2014,8,28,21,56,11,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74662,-2.33085,650409.9258,379328.6112,Nisbet Hill-2
3115,ROON2___20140828_215620,132,NA,8,2014,8,28,21,56,20,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,55.74662,-2.3309,650409.9408,379325.4724,Nisbet Hill-2
3212,ROON2___20140828_215630,132,NA,8,2014,8,28,21,56,30,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74661,-2.33095,650408.8428,379322.3283,Nisbet Hill-2
3310,ROON2___20140828_215638,132,NA,8,2014,8,28,21,56,38,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74659,-2.33107,650406.6529,379314.7844,Nisbet Hill-2
348,ROON2___20140828_215650,132,NA,8,2014,8,28,21,56,50,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74657,-2.3312,650404.466,379306.6128,Nisbet Hill-2
358,ROON2___20140828_215745,132,NA,8,2014,8,28,21,57,45,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74636,-2.33193,650381.3134,379260.6737,Nisbet Hill-2
368,ROON2___20140828_215810,132,NA,8,2014,8,28,21,58,10,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74627,-2.3322,650371.3781,379243.6758,Nisbet Hill-2
377,ROON2___20140828_215827,132,NA,8,2014,8,28,21,58,27,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,compip 2                                                                 ,NA,2,NA,55.74622,-2.33238,650365.8675,379232.3492,Nisbet Hill-2
386,ROON2___20140828_215841,132,NA,8,2014,8,28,21,58,41,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74635,-2.33227,650380.3028,379239.3241,Nisbet Hill-2
396,ROON2___20140828_215845,132,NA,8,2014,8,28,21,58,45,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74635,-2.33237,650380.3329,379233.0464,Nisbet Hill-2
406,ROON2___20140828_215854,132,NA,8,2014,8,28,21,58,54,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74634,-2.33228,650379.1928,379238.691,Nisbet Hill-2
4113,ROON2___20140828_215904,132,NA,8,2014,8,28,21,59,4,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74626,-2.3324,650370.3254,379231.115,Nisbet Hill-2
4210,ROON2___20140828_215916,132,NA,8,2014,8,28,21,59,16,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74618,-2.33258,650361.476,379219.7724,Nisbet Hill-2
434,ROON2___20140828_215927,132,NA,8,2014,8,28,21,59,27,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmCOMPIP,NA,                                                                         ,NA,1,NA,55.74619,-2.33262,650362.601,379217.2666,Nisbet Hill-2
444,ROON2___20140828_215939,132,NA,8,2014,8,28,21,59,39,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmDUNNO,NA,                                                                         ,NA,,NA,55.74617,-2.33273,650360.4083,379210.3504,Nisbet Hill-2
454,ROON2___20140828_215941,132,NA,8,2014,8,28,21,59,41,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmSOCCAL,NA,                                                                         ,NA,,NA,55.74617,-2.33278,650360.4233,379207.2115,Nisbet Hill-2
45.1,ROON2___20140828_215941,132,NA,8,2014,8,28,21,59,41,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmPIP,NA,                                                                         ,NA,1,NA,55.74617,-2.33278,650360.4233,379207.2115,Nisbet Hill-2
464,ROON2___20140828_215952,132,NA,8,2014,8,28,21,59,52,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmSOCCAL,NA,                                                                         ,NA,,NA,55.74609,-2.333,650351.5861,379193.3577,Nisbet Hill-2
46.1,ROON2___20140828_215952,132,NA,8,2014,8,28,21,59,52,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmPIP,NA,                                                                         ,NA,1,NA,55.74609,-2.333,650351.5861,379193.3577,Nisbet Hill-2
4712,ROON2___20140828_220003,132,NA,8,2014,8,28,22,0,3,0,NA,0,0,---,0,0,0,NA,14/08/2028,Nisbet Hill,jmSOPPIP,NA,                                                                         ,NA,1,NA,55.74608,-2.33307,650350.4943,379188.9579,Nisbet Hill-2
